,final_score,aces,twos,threes,fours,fives,sixes,three_of_a_kind,four_of_a_kind,full_house,sm_straight,lg_straight,chance,yahtzee
90,179,0,4,6,4,15,12,21,0,25,30,40,22,0
91,261,1,4,9,12,20,18,25,17,25,30,40,25,0
92,219,0,2,3,12,10,12,27,12,0,30,40,21,50
93,216,2,4,6,12,15,18,23,17,25,30,40,24,0
94,229,3,4,6,8,15,24,25,27,25,30,40,22,0
95,190,0,0,9,12,10,6,23,0,25,30,0,25,50
96,206,4,2,3,8,10,18,20,26,25,30,40,20,0
97,240,2,2,9,8,5,6,26,14,25,30,40,23,50
98,213,2,6,12,12,5,18,24,18,25,30,40,21,0
99,247,2,4,6,8,10,24,9,22,25,30,40,17,50
100,225,2,4,9,12,10,24,18,29,25,30,40,22,0
101,214,2,4,6,8,10,18,22,28,25,30,40,21,0
102,208,2,0,6,12,5,18,27,23,25,30,40,20,0
103,210,0,6,3,8,15,12,27,22,25,30,40,22,0
104,215,1,4,6,8,20,6,27,26,25,30,40,22,0
105,181,3,2,6,8,5,12,24,0,25,30,40,26,0
106,213,2,4,9,8,5,24,23,22,25,30,40,21,0
107,267,1,4,12,12,15,6,25,24,25,30,40,23,50
108,214,0,6,6,4,15,12,28,29,25,30,40,19,0
109,216,2,8,3,12,15,18,19,18,25,30,40,26,0
110,215,0,6,6,12,5,12,25,26,25,30,40,28,0
111,169,1,4,3,4,5,12,26,0,25,30,40,19,0
112,261,1,6,9,8,15,24,23,22,25,30,40,23,0
113,184,3,2,6,4,15,6,25,9,25,30,40,19,0
114,192,0,4,6,8,10,12,24,19,25,30,40,14,0
115,178,1,4,3,8,0,12,22,12,25,30,40,21,0
116,211,0,2,6,8,5,18,26,0,0,30,40,26,50
117,195,1,6,9,4,15,18,26,0,25,30,40,21,0
118,244,0,4,6,8,10,6,26,22,25,30,40,17,50
119,202,4,6,6,8,5,18,17,22,25,30,40,21,0
120,277,0,4,9,12,15,18,24,24,25,30,40,26,50
121,227,0,4,9,8,15,18,27,28,25,30,40,23,0
122,204,0,4,9,8,10,18,27,0,25,30,0,23,50
123,239,2,2,6,8,15,12,26,0,25,30,40,23,50
124,265,3,8,9,12,20,18,27,23,25,30,40,15,0
125,252,1,6,6,12,5,12,21,26,25,30,40,18,50
126,214,1,6,6,4,20,12,26,22,25,30,40,22,0
127,211,2,4,3,8,15,12,23,23,25,30,40,26,0
128,138,1,2,3,4,10,12,29,0,25,30,0,22,0
129,179,0,2,6,12,10,6,26,0,25,30,40,22,0
130,349,0,6,3,8,10,12,27,125,25,30,40,13,50
131,209,0,4,6,8,10,12,26,21,25,30,40,27,0
132,225,4,6,9,12,15,12,22,22,25,30,40,28,0
133,222,1,6,9,16,15,6,28,22,25,30,40,24,0
134,182,0,6,3,4,10,6,20,16,25,30,40,22,0
135,203,3,4,6,8,10,12,21,23,25,30,40,21,0
136,251,1,2,12,12,10,12,26,13,25,30,40,18,50
137,174,1,4,3,8,10,6,18,11,25,30,40,18,0
138,242,0,2,6,8,10,12,21,14,25,30,40,24,50
139,179,1,4,3,4,10,12,26,0,25,30,40,24,0
140,222,0,4,12,12,10,18,28,17,25,30,40,26,0
141,208,1,4,9,12,10,6,23,24,25,30,40,24,0
142,175,2,2,6,8,15,12,20,22,0,30,40,18,0
143,156,2,4,3,4,10,6,17,0,25,30,40,15,0
144,219,3,4,9,12,10,24,23,21,25,30,40,18,0
145,187,2,6,0,8,5,12,16,21,25,30,40,22,0
146,221,0,4,3,4,10,12,22,0,25,30,40,21,50
147,202,3,2,6,16,10,12,26,13,25,30,40,19,0
148,223,1,6,6,12,5,24,27,21,25,30,40,26,0
149,173,2,4,6,4,10,6,25,0,25,30,40,21,0
150,214,1,2,6,12,15,12,27,21,25,30,40,23,0
151,217,1,6,6,12,10,12,24,29,25,30,40,22,0
152,205,0,4,3,8,20,12,17,21,25,30,40,25,0
153,198,0,4,6,8,10,12,13,26,25,30,40,24,0
154,142,1,2,6,8,10,18,24,0,25,30,0,18,0
155,201,1,8,6,4,10,18,28,9,25,30,40,22,0
156,208,1,0,6,16,10,12,25,18,25,30,40,25,0
157,144,1,2,3,12,10,18,17,0,25,30,0,26,0
158,227,3,6,6,16,15,12,28,24,25,30,40,22,0
159,202,0,6,6,8,5,12,23,22,25,30,40,25,0
160,285,0,6,12,16,10,12,27,29,25,30,40,28,50
161,228,2,0,9,4,10,12,16,9,25,30,40,21,50
162,185,0,4,6,8,5,12,16,19,25,30,40,20,0
163,216,2,4,6,12,10,12,25,23,25,30,40,27,0
164,185,1,2,9,4,15,18,22,0,25,30,40,19,0
165,216,2,4,12,8,10,18,22,21,25,30,40,24,0
166,168,0,4,3,8,10,12,22,0,25,30,40,14,0
167,309,1,8,6,16,15,18,28,16,25,30,40,21,50
168,239,0,0,9,12,10,18,22,0,25,30,40,23,50
169,209,2,2,9,12,5,12,29,22,25,30,40,21,0
170,200,0,0,6,4,10,12,28,22,25,30,40,23,0
171,198,2,4,9,8,10,18,27,9,25,30,40,16,0
172,200,2,6,12,8,5,12,19,17,25,30,40,24,0
173,174,1,4,6,4,10,12,22,27,0,30,40,18,0
174,232,1,4,6,8,15,24,27,29,25,30,40,23,0
175,257,0,6,6,12,10,12,14,26,25,30,40,26,50
176,131,1,2,6,4,10,12,24,0,25,30,0,17,0
177,209,0,2,6,16,10,24,14,25,25,30,40,17,0
178,210,0,2,6,8,15,18,25,22,25,30,40,19,0
179,185,2,4,9,12,15,12,20,0,25,30,40,16,0
180,221,2,4,9,12,15,12,20,29,25,30,40,23,0
181,253,3,4,3,8,10,6,25,25,25,30,40,24,50
182,173,0,2,3,8,10,12,25,0,25,30,40,18,0
183,226,2,2,6,8,10,6,25,0,25,30,40,22,50
184,143,1,2,6,8,10,12,15,0,0,30,40,19,0
185,228,0,2,9,4,5,12,25,0,25,30,40,26,50
186,182,2,4,6,12,5,6,25,0,25,30,40,27,0
187,221,0,4,3,8,15,24,27,26,25,30,40,19,0
188,185,1,2,3,8,10,18,27,0,25,30,40,21,0
189,258,3,6,12,8,10,12,18,24,25,30,40,20,50
190,197,1,4,9,4,10,6,26,23,25,30,40,19,0
191,225,3,4,9,12,15,12,28,21,25,30,40,26,0
192,172,0,2,6,8,5,12,25,0,25,30,40,19,0
193,198,0,4,3,8,10,12,24,21,25,30,40,21,0
194,202,0,0,9,4,10,12,29,22,25,30,40,21,0
195,275,4,4,6,16,15,18,27,27,25,30,40,28,0
196,391,1,4,115,8,5,6,25,24,25,30,40,23,50
197,165,2,4,6,8,5,12,26,28,25,30,0,19,0
198,204,1,6,9,12,5,12,21,21,25,30,40,22,0
199,254,0,4,9,8,15,18,27,6,25,30,40,22,50
200,205,0,2,6,12,10,12,16,29,25,30,40,23,0
201,156,2,2,3,4,10,12,23,27,25,30,0,18,0
202,257,2,8,9,8,15,6,21,22,25,30,40,21,50
203,193,0,2,6,12,10,12,18,11,25,30,40,27,0
204,298,0,4,3,8,10,12,20,0,100,30,40,21,50
205,189,1,4,6,4,15,6,14,21,25,30,40,23,0
206,407,3,4,6,8,10,130,27,18,25,30,40,21,50
207,192,3,0,9,8,5,6,25,22,25,30,40,19,0
208,377,100,4,9,12,15,6,29,0,25,30,40,22,50
209,227,3,4,6,16,15,18,26,21,25,30,40,23,0
210,209,0,2,3,12,5,18,25,22,25,30,40,27,0
211,198,3,6,3,8,15,12,28,14,25,30,40,14,0
212,198,2,2,6,4,15,12,27,12,25,30,40,23,0
213,369,0,6,6,120,10,12,17,0,25,30,40,18,50
214,117,2,4,6,8,10,6,9,22,0,30,0,20,0
215,226,0,4,9,12,20,12,24,26,25,30,40,24,0
216,198,0,4,9,12,10,12,21,14,25,30,40,21,0
217,172,0,6,6,8,10,6,17,0,25,30,40,24,0
218,182,1,4,3,8,15,12,21,0,25,30,40,23,0
219,199,1,4,0,8,10,18,22,17,25,30,40,24,0
220,177,2,4,6,4,5,6,19,14,25,30,40,22,0
221,279,1,6,6,12,15,18,23,28,25,30,40,25,50
222,215,0,6,6,12,15,12,27,24,25,30,40,18,0
223,210,3,2,6,8,15,18,24,17,25,30,40,22,0
224,209,4,4,3,12,10,18,23,21,25,30,40,19,0
225,186,0,2,3,8,10,6,27,0,25,30,0,25,50
226,271,3,4,6,8,5,18,27,29,25,30,40,26,50
227,231,3,2,6,12,10,12,18,28,0,30,40,20,50
228,204,0,4,3,12,10,12,22,27,25,30,40,19,0
229,395,0,6,6,120,10,12,28,10,25,30,40,23,50
230,273,2,6,9,16,10,12,24,28,25,30,40,21,50
231,233,0,6,6,12,15,24,22,0,25,30,40,18,0
232,380,0,4,6,120,15,12,24,19,0,30,40,25,50
233,211,3,6,9,8,10,12,25,22,25,30,40,21,0
234,178,2,2,6,8,5,18,24,0,25,30,40,18,0
235,176,0,2,6,8,5,12,25,0,25,30,40,23,0
236,184,0,6,3,8,5,18,27,0,25,30,40,22,0
237,201,3,4,9,4,15,12,26,13,25,30,40,20,0
238,216,0,6,6,12,10,12,26,24,25,30,40,25,0
239,252,0,8,6,4,15,12,17,26,25,30,40,19,50
240,203,0,4,6,8,15,12,21,21,25,30,40,21,0
241,235,0,6,6,8,10,6,17,19,25,30,40,18,50
242,218,2,6,6,16,10,12,26,25,25,30,40,20,0
243,196,3,2,6,12,20,6,18,13,25,30,40,21,0
244,196,2,2,6,8,10,6,22,21,25,30,40,24,0
245,189,1,6,6,8,5,12,17,18,25,30,40,21,0
246,189,1,6,3,16,10,12,19,9,25,30,40,18,0
247,144,2,6,3,8,15,12,26,0,25,30,0,17,0
248,181,0,4,3,8,5,12,19,9,25,30,40,26,0
249,202,2,4,9,8,10,12,25,16,25,30,40,21,0
250,167,1,2,3,8,10,18,23,19,25,30,0,28,0
251,238,4,8,12,12,15,12,21,26,0,30,40,23,0
252,202,0,6,9,8,15,12,22,12,25,30,40,23,0
253,209,2,6,12,4,10,12,25,24,25,30,40,19,0
254,176,1,4,3,8,10,12,22,0,25,30,40,21,0
255,187,0,4,6,4,5,18,28,0,25,30,40,27,0
256,263,3,2,6,8,15,18,23,17,25,30,40,26,50
257,216,2,6,6,12,10,12,24,26,25,30,40,23,0
258,217,0,4,9,4,10,18,23,27,25,30,0,17,50
259,183,2,4,3,8,10,18,28,25,0,30,40,15,0
260,221,0,4,9,8,15,18,27,17,25,30,40,28,0
261,222,0,8,12,8,10,12,28,26,25,30,40,23,0
262,133,0,6,3,4,5,6,18,13,25,30,0,23,0
263,204,3,6,9,4,10,12,26,13,25,30,40,26,0
264,257,3,6,9,4,10,12,19,28,25,30,40,21,50
265,181,2,0,6,12,10,12,27,0,25,30,40,17,0
266,200,2,2,6,8,10,18,16,21,25,30,40,22,0
267,196,0,4,6,8,5,6,27,24,25,30,40,21,0
268,188,2,6,0,8,10,6,18,25,25,30,40,18,0
269,400,4,0,115,4,10,18,22,27,25,30,40,20,50
270,216,0,6,6,8,15,18,25,26,25,30,40,17,0
271,212,0,2,0,12,15,12,26,29,25,30,40,21,0
272,198,0,6,6,8,5,12,17,25,25,30,40,24,0
273,212,0,4,3,8,15,12,27,22,25,30,40,26,0
274,186,0,6,6,8,15,12,23,0,25,30,40,21,0
275,188,0,6,6,8,10,18,26,0,25,30,40,19,0
276,202,3,2,6,8,5,12,25,23,25,30,40,23,0
277,184,1,0,9,12,10,12,26,26,0,30,40,18,0
278,232,1,0,3,8,15,12,26,0,25,30,40,22,50
279,179,0,4,9,12,10,12,19,0,25,30,40,18,0
280,308,0,8,12,12,20,12,26,19,25,30,40,19,50
281,259,0,2,6,12,20,12,28,14,25,30,40,20,50
282,263,0,4,12,8,5,18,21,27,25,30,40,23,50
283,203,3,0,6,12,10,12,23,28,25,30,40,14,0
284,233,1,4,3,8,15,12,19,0,25,30,40,26,50
285,215,1,4,3,12,10,12,26,19,25,30,0,23,50
286,138,1,4,6,4,10,6,27,0,25,30,0,25,0
287,202,4,2,3,12,10,12,13,26,25,30,40,25,0
288,181,0,4,6,4,10,18,23,26,0,30,40,20,0
289,170,0,4,9,4,10,12,18,0,25,30,40,18,0
290,220,0,2,6,4,5,12,24,0,25,30,40,22,50
291,266,3,4,9,8,10,18,27,26,25,30,40,16,50
292,396,3,100,9,12,15,6,22,26,25,30,40,23,50
293,253,0,8,12,8,10,6,14,27,25,30,40,23,50
294,173,1,2,6,4,10,24,27,25,25,30,0,19,0
295,175,1,2,0,12,10,18,24,0,25,30,40,13,0
296,261,4,2,6,8,15,18,29,17,25,30,40,17,50
297,221,1,8,9,8,10,18,26,22,25,30,40,24,0
298,203,0,6,6,12,15,18,18,16,25,30,40,17,0
299,361,1,4,6,4,10,12,29,130,25,30,40,20,50
300,240,1,6,9,8,10,12,26,0,25,30,40,23,50
301,220,0,2,9,12,15,12,18,25,25,30,0,22,50
302,212,3,6,9,12,10,6,26,26,25,30,40,19,0
303,203,3,6,9,8,15,12,25,9,25,30,40,21,0
304,123,0,4,6,4,5,12,11,0,25,30,0,26,0
305,349,2,4,3,8,10,12,27,120,25,30,40,18,50
306,228,1,4,6,4,10,6,29,0,25,30,40,23,50
307,404,3,100,9,12,15,12,21,26,25,30,40,26,50
308,211,4,6,6,8,15,12,22,24,25,30,40,19,0
309,195,1,4,3,4,5,12,25,19,25,30,40,27,0
310,249,1,4,3,8,10,24,23,29,0,30,40,27,50
311,215,2,6,12,8,10,6,26,29,25,30,40,21,0
312,201,2,4,9,12,10,12,21,18,25,30,40,18,0
313,262,2,4,9,8,20,24,22,26,25,30,40,17,0
314,189,0,0,9,12,10,12,19,16,25,30,40,16,0
315,196,1,6,3,8,5,18,22,16,25,30,40,22,0
316,196,4,6,3,4,15,12,26,13,25,30,40,18,0
317,207,2,2,12,12,10,6,21,25,25,30,40,22,0
318,260,1,8,6,8,15,6,25,21,25,30,40,25,50
319,197,2,2,6,8,10,18,26,7,25,30,40,23,0
320,220,1,4,6,4,5,6,26,0,25,30,40,23,50
321,233,2,2,3,8,10,6,22,9,25,30,40,26,50
322,266,1,6,12,8,10,12,25,28,25,30,40,19,50
323,174,3,2,6,8,10,12,19,0,25,30,40,19,0
324,202,2,4,6,8,5,12,22,24,25,30,40,24,0
325,243,2,2,3,12,10,18,26,0,25,30,40,25,50
326,210,1,4,3,12,15,12,26,17,25,30,40,25,0
327,170,0,4,3,8,10,18,13,0,25,30,40,19,0
328,209,0,4,9,8,15,12,22,18,25,30,40,26,0
329,176,0,2,6,8,5,12,14,8,25,30,40,26,0
330,192,0,6,9,8,10,12,22,9,25,30,40,21,0
331,173,0,2,3,8,10,12,25,0,25,30,40,18,0
332,266,3,6,12,12,10,18,26,16,25,30,40,18,50
333,193,0,6,3,12,15,12,28,0,25,30,40,22,0
334,191,1,2,9,12,10,12,18,10,25,30,40,22,0
335,148,1,2,6,4,5,12,23,18,25,30,0,22,0
336,183,2,6,3,12,10,6,17,13,25,30,40,19,0
337,197,0,4,6,8,5,12,26,23,25,30,40,18,0
338,263,1,4,6,12,10,18,24,18,25,30,40,25,50
339,369,100,4,0,8,15,18,20,0,25,30,40,24,50
340,192,1,6,6,8,10,18,25,0,25,30,40,23,0
341,137,2,2,3,8,5,12,24,9,25,30,0,17,0
342,233,2,8,3,12,10,12,14,12,25,30,40,15,50
343,207,3,0,6,8,10,12,23,27,25,30,40,23,0
344,197,3,4,6,8,15,12,28,0,25,30,40,26,0
345,211,2,2,6,8,10,12,25,28,25,30,40,23,0
346,231,0,4,3,4,15,12,19,12,25,30,40,17,50
347,255,1,2,9,12,10,18,24,17,25,30,40,17,50
348,151,1,0,12,16,10,12,24,23,0,30,0,23,0
349,393,0,4,9,120,10,12,17,23,25,30,40,18,50
350,199,0,6,9,12,10,6,21,21,25,30,40,19,0
351,130,1,2,3,8,5,12,23,0,25,30,0,21,0
352,244,2,2,6,8,5,12,24,16,25,30,40,24,50
353,195,0,6,6,8,15,12,26,6,25,30,40,21,0
354,205,1,6,6,8,10,12,24,21,25,30,40,22,0
355,227,1,6,9,12,15,18,26,22,25,30,40,23,0
356,146,0,2,6,8,10,18,23,28,0,30,0,21,0
357,255,0,6,9,8,20,12,20,13,25,30,40,22,50
358,265,2,2,9,16,10,24,25,22,25,30,40,25,0
359,198,2,6,3,8,10,12,24,17,25,30,40,21,0
360,165,1,0,3,4,5,12,24,0,25,30,40,21,0
361,208,2,4,9,12,15,12,23,13,25,30,40,23,0
362,202,2,6,6,12,10,6,24,18,25,30,40,23,0
363,194,0,0,6,4,10,6,25,25,25,30,40,23,0
364,173,2,6,3,8,5,12,16,0,25,30,40,26,0
365,116,0,2,6,8,15,18,18,0,0,30,0,19,0
366,191,2,6,9,4,15,12,27,0,25,30,40,21,0
367,215,2,2,6,8,5,12,17,0,25,30,40,18,50
368,235,2,6,6,12,10,12,26,0,25,30,40,16,50
369,192,2,0,0,8,5,12,18,27,25,30,40,25,0
370,173,1,4,6,8,5,12,24,16,0,30,40,27,0
371,187,1,2,6,4,15,12,14,16,25,30,40,22,0
372,211,4,2,9,12,15,18,25,8,25,30,40,23,0
373,246,0,6,9,12,15,12,28,0,25,30,40,19,50
374,215,1,4,6,8,10,6,13,0,25,30,40,22,50
375,215,3,4,9,8,10,12,26,23,25,30,40,25,0
376,234,3,4,9,12,5,24,25,29,25,30,40,28,0
377,164,0,2,6,12,15,12,22,0,0,30,40,25,0
378,214,3,4,6,8,10,18,22,22,25,30,40,26,0
379,196,1,4,3,8,10,12,13,26,25,30,40,24,0
380,209,1,2,6,4,15,12,27,26,25,30,40,21,0
381,208,2,6,9,8,10,6,23,28,25,30,40,21,0
382,210,2,6,6,4,10,18,15,28,25,30,40,26,0
383,211,0,4,6,12,20,6,22,28,25,30,40,18,0
384,195,0,6,9,8,10,12,17,16,25,30,40,22,0
385,246,1,2,6,12,10,12,24,12,25,30,40,22,50
386,200,3,2,3,8,10,12,29,24,25,30,40,14,0
387,382,100,0,6,8,10,12,25,18,25,30,40,23,50
388,211,3,4,6,8,10,12,23,24,25,30,40,26,0
389,196,3,4,3,4,10,6,27,23,25,30,40,21,0
390,266,2,8,9,12,15,18,25,21,25,30,40,26,0
391,213,1,4,6,8,20,18,21,16,25,30,40,24,0
392,217,4,4,12,4,10,18,19,28,25,30,40,23,0
393,389,1,2,3,4,125,12,17,26,25,30,40,19,50
394,223,3,2,9,4,10,24,28,23,25,30,40,25,0
395,389,100,6,3,4,10,18,27,22,25,30,40,19,50
396,186,0,4,6,12,10,6,26,0,25,30,40,27,0
397,157,2,2,6,8,10,6,19,8,0,30,40,26,0
398,178,0,6,6,8,5,12,24,0,25,30,40,22,0
399,229,3,2,6,8,10,6,17,10,25,30,40,22,50
